FID,CT_Tag_ID,Date_Ptd,Cultivar,SciName,CmmnName,DBH,Program,EventORAdd,Impervious,DBH1,DBH2,DBH3,DBH4,TotalHeigh,Width_NS,Width_EW,PercentMis,CrownCondi,TreeStruct,SpaceType1,CrownBase,Jurisdicti,SpaceTypeD,Cond_18,SpaceType,Condition,DDOE,PTG_Notes,Cond_12,Genus,Species,StockType,Class_Code,Mntc_Condn,Season,Nursery,Condit_13,POINT_X,POINT_Y,Cond_17,Cond_16,Cond_15,Cond_14,db_jdx,db_year,db_Season,db_removed,db_SpaceTy,db_Prog,db_StockT,db_ClassCo,db_Nursery,db_Genus,db_Species,db_mtc,db_pltdbh,isAlive,Death_Yr,Death_Age,Age,Cond_Agg
56,CT13208089,1/5/15 0:00,Worplesdon,Liquidambar styraciflua - Worplesdon,"Sweetgum, American Worplesdon",2,PEPCO,5520 4th street NE,0%,0,0,0,0,12,6,7,1-10%,5,4, ,5,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.00054372,38.95664043, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Liquidambar,styraciflua, ,2,1,0,0,4,Good
57,CT13210015,10/30/15 0:00,North Star,Prunus cerasus - North Star,"Cherry, Sour North Star",1.4,CTP,Office of Foreign Missions - Fall 2015,0%,0,0,0,0,6,6,5,31-40%,3,4, ,5,FED NON-MILITARY, ,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.06561385,38.94186266, , , , ,FED NON-MILITARY,2015,Fall, , ,CTP,RB,119,Casey Tree Farm,Prunus,cerasus, ,0,1,0,0,4,Good
58,CT13201012,10/14/15 0:00, ,Catalpa speciosa,"Catalpa, Northern",2,DDOE,708 Decatur Pl NE,11-20%,0,0,0,0,10,7,6,11-20%,4,4, ,0,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.99659647,38.94910419, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Catalpa,speciosa, ,2,1,0,0,4,Good
59,CT13203096,11/23/15 0:00, ,Cladrastis lutea (kentukea),"Yellowwood, American",3.4,DDOE,1507Massachussetts avese11/23/15,0%,0,0,0,0,12,10,10,11-20%,4,4, ,4,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.98315808,38.88679854, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cladrastis,lutea (kentukea), ,0,1,0,0,4,Good
60,CT13205007,10/16/15 0:00, ,Ostrya virginiana,"Hop Hornbeam, American",1.9,DDOE,4201 cathedral ave NW,0%,0,0,0,0,9,9,7,1-10%,4,4, ,5,RESIDENTIAL,Side Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0816648,38.93171597, , , , ,RESIDENTIAL,2015,Fall, ,Side Yard,DDOE,RB,155,Casey Tree Farm,Ostrya,virginiana, ,1.5,1,0,0,4,Good
61,CT13205014,10/16/15 0:00, ,Ostrya virginiana,"Hop Hornbeam, American",1.8,DDOE,4201 cathedral ave NW, ,0,0,0,0,9,8,7,1-10%,4,4, ,5,RESIDENTIAL,Side Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.08157514,38.93165871, , , , ,RESIDENTIAL,2015,Fall, ,Side Yard,DDOE,RB,155,Casey Tree Farm,Ostrya,virginiana, ,1.5,1,0,0,4,Good
62,CT13205025,10/30/15 0:00, ,Ostrya virginiana,"Hop Hornbeam, American",0,CTP,3507 International Place NW, ,0,0,0,0,0,0,0, , , , ,0,FED NON-MILITARY,Maintained Land,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0679494,38.94592064, , , , ,FED NON-MILITARY,2015,Fall, ,Maintained Land,CTP,RB,119,Casey Tree Farm,Ostrya,virginiana, ,0,1,0,0,4,Good
63,CT13205080,5/13/15 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",2.2,DDOE,"411 Rittenhouse St NW Washington, DC, United Stat*",0%,0,0,0,0,8,6,5,11-20%,2,4, ,4,RESIDENTIAL,Front Yard,Poor, , , , , , , , , , , ,Casey Tree Farm, ,-77.0187949,38.96504988, , , , ,RESIDENTIAL,2015,Spring, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Halesia,carolina (tetraptera), ,1.5,1,0,0,4,Poor
64,CT13205082,6/4/15 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",1.3,No Program,721 Rittenhouse St NW,11-20%,0,0,0,0,11,6,6,31-40%,3,4, ,4,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.02350535,38.96504709, , , , ,RESIDENTIAL,2015,Spring, ,Front Yard,No Program,RB,801,Casey Tree Farm,Halesia,carolina (tetraptera), ,1.25,1,0,0,4,Good
65,CT13205090,5/19/15 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",2.2,DDOE,1034 Crittenden St NE,0%,0,0,0,0,7,5,6,21-30%,3,4, ,4,RESIDENTIAL,Back Yard,Poor, , , , , , , , , , , ,Casey Tree Farm, ,-76.99111651,38.94760668, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Halesia,carolina (tetraptera), ,1.25,1,0,0,4,Poor
66,CT13205095,1/5/15 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",1.5,PEPCO,5520 4th street NE, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Missing, , , , , , , , , , , ,Casey Tree Farm, ,-77.00060139,38.9566504, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Halesia,carolina (tetraptera), ,1.5,0,2018,3,3,Missing
67,CT13205097,10/19/15 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",1.5,DDOE,4527 Garrison St NW, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.09003387,38.95629876, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Halesia,carolina (tetraptera), ,1.5,1,0,0,4,Left Card
68,CT13201048,4/11/15 0:00, ,Celtis occidentalis,"Hackberry, Common",1.8,CTP,Armed Forces Retirement Home - Spring 2015,0%,0,0,0,0,11,6,6,41-50%,4,5,Maintained land,0,FED MILITARY,Maintained Land,Poor, , , , , , , , , , , ,Casey Tree Farm, ,-77.01573542,38.93749023, , , , ,FED MILITARY,2015,Spring, ,Maintained Land,CTP,RB,119,Casey Tree Farm,Celtis,occidentalis, ,2,1,0,0,4,Poor
69,CT13201049,4/11/15 0:00, ,Celtis occidentalis,"Hackberry, Common",2.5,CTP,Armed Forces Retirement Home - Spring 2015,0%,0,0,0,0,12,7,6,11-20%,3,5,Maintained land,5,FED MILITARY,Maintained Land,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.01163577,38.93881234, , , , ,FED MILITARY,2015,Spring, ,Maintained Land,CTP,RB,119,Casey Tree Farm,Celtis,occidentalis, ,2.5,1,0,0,4,Good
70,CT13201050,4/11/15 0:00, ,Celtis occidentalis,"Hackberry, Common",2,CTP,Armed Forces Retirement Home - Spring 2015, ,0,0,0,0,0,0,0, , , , ,0,FED MILITARY,Maintained Land,Missing, , , , , , , , , , , ,Casey Tree Farm, ,-77.01155747,38.93884673, , , , ,FED MILITARY,2015,Spring, ,Maintained Land,CTP,RB,119,Casey Tree Farm,Celtis,occidentalis, ,2,0,2018,3,3,Missing
71,CT13203016,4/17/15 0:00,Skyline,Gleditsia triacanthos var. inermis - Skyline,"Locust, Honey Thornless Skyline",1.5,DDOE,5311 5th st nw, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.01939322,38.95466804, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Gleditsia,triacanthos var. inermis, ,1.5,1,0,0,4,Left Card
72,CT13203017,6/1/15 0:00,Skyline,Gleditsia triacanthos var. inermis - Skyline,"Locust, Honey Thornless Skyline",2.4,No Program,2242 bunker hill rd ne,0%,0,0,0,0,24,12,10,1-10%,4,4, ,5,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.97237645,38.93901046, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,No Program,RB,120,Casey Tree Farm,Gleditsia,triacanthos var. inermis, ,1.25,1,0,0,4,Good
73,CT13203026,5/15/15 0:00,Skyline,Gleditsia triacanthos var. inermis - Skyline,"Locust, Honey Thornless Skyline",1.6,PEPCO,4714 30th st nw,0%,0,0,0,0,16,18,15,11-20%,4,4, ,4,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.06219274,38.95143729, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Gleditsia,triacanthos var. inermis, ,1.25,1,0,0,4,Good
74,CT13203034,11/6/15 0:00,Skyline,Gleditsia triacanthos var. inermis - Skyline,"Locust, Honey Thornless Skyline",3.1,DDOE,710 Oglethorpe St NW,0%,0,0,0,0,14,10,9,11-20%,5,4, ,2,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.02302493,38.96091129, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Gleditsia,triacanthos var. inermis, ,0,1,0,0,4,Good
75,CT13204076,10/19/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",1.5,DDOE,4721 ellicot st nw,0%,0,0,0,0,8,6,7,11-20%,4,4, ,3,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.09363439,38.953731, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Carpinus,caroliniana, ,1.5,1,0,0,4,Good
76,CT13204077,10/19/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",1.5,PEPCO,5311 Connecticut Ave NW, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0722269,38.95950862, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,PEPCO,RB,805,Casey Tree Farm,Carpinus,caroliniana, ,1.5,1,0,0,4,Good
77,CT13204078,10/14/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",1.5,PEPCO,8228 eastern ave nw,11-20%,0,0,0,0,11,8,9,1-10%,4,4, ,3,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03473773,38.99033323, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Carpinus,caroliniana, ,1.5,1,0,0,4,Good
78,CT13204080,10/27/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",0,DDOE,48 Channing St NW, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.01093455,38.9220068, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Good
79,CT13204081,10/16/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",0,PEPCO,5027 sedgwick st nw, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.1005748,38.9401405, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Left Card
80,CT13204086,10/26/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",1.5,DDOE,8 ridge rd SE,0%,0,0,0,0,8,6,6,1-10%,4,4, ,3,RESIDENTIAL,Side Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.95202823,38.88909332, , , , ,RESIDENTIAL,2015,Fall, ,Side Yard,DDOE,RB,155,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Good
81,CT13204088,10/30/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",0,CTP,3507 International Place NW, ,0,0,0,0,0,0,0, , , , ,0,FED NON-MILITARY,Maintained Land,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.06821513,38.94588544, , , , ,FED NON-MILITARY,2015,Fall, ,Maintained Land,CTP,RB,119,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Good
82,CT13204097,11/13/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",0,PEPCO,1818 Varnum st. NW. Pepco,0%,0,0,0,0,10,5,5,51-60%,3,3, ,4,RESIDENTIAL,Back Yard,Poor, , , , , , , , , , , ,Casey Tree Farm, ,-77.0419912,38.94255038, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Poor
83,CT13204098,11/3/15 0:00, ,Carpinus caroliniana,"Hornbeam, American",1.8,PEPCO,3394 stayvesant pl nw rsh,0%,0,0,0,0,11,9,9,11-20%,3,4, ,3,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.07076207,38.97175139, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Carpinus,caroliniana, ,0,1,0,0,4,Good
84,CT13202023,11/20/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,1329 jonquil st nw, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.03108202,38.98421489, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Left Card
85,CT13202049,11/23/15 0:00, ,Cercis canadensis,"Redbud, Eastern",3.5,DDOE,1210  I st ne RSH,1-10%,0,0,0,0,13,12,13,11-20%,4,4, ,3,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.98966102,38.9014099, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
86,CT13205075,5/14/15 0:00,Exclamation,Platanus x acerifolia - Exclamation,"Planetree, London Exclamation",0,DDOE,"411 Rittenhouse St NW Washington, DC, United Stat*",0%,0,0,0,0,0,0,0, ,2,4, ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.01869725,38.96539841, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Platanus,x acerifolia, ,2,1,0,0,4,Left Card
87,CT13227036,5/14/15 0:00, ,Acer rubrum,"Maple, Red",2.4,DDOE,"3425 Rodman St NW Washington, DC, United States",1-10%,0,0,0,0,13,10,10, ,4,4, ,4,RESIDENTIAL,Side Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0684797,38.93941315, , , , ,RESIDENTIAL,2015,Spring, ,Side Yard,DDOE,BB,155,Casey Tree Farm,Acer,rubrum, ,2,1,0,0,4,Good
88,CT13227059,10/29/15 0:00, ,Acer rubrum,"Maple, Red",3.3,DDOE,2104 48th st nw,1-10%,0,0,0,0,22,10,10,1-10%,4,4, ,4,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.09475635,38.91854758, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,BB,155,Casey Tree Farm,Acer,rubrum, ,0,1,0,0,4,Good
89,CT13227063,11/3/15 0:00, ,Acer rubrum,"Maple, Red",0,DDOE,6429 31st nw rsh, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.05680774,38.97459543, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,BB,155,Casey Tree Farm,Acer,rubrum, ,0,1,0,0,4,Left Card
90,CT13217036,10/14/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",1.2,DDOE,708 Decatur Pl NE,0%,0,0,0,0,7,6,6,21-30%,4,4, ,1,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.99662378,38.94889636, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,1.25,1,0,0,4,Good
91,CT13217038,10/27/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",2,DDOE,123 Rhoda IslandAve NE,0%,0,0,0,0,10,8,8,11-20%,4,4, ,4,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0056453,38.91760363, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
92,CT13217039,10/20/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",1.7,DDOE,612 Quincey st NW,0%,0,0,0,0,7,6,6, ,4,4, ,2,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.02083339,38.93762836, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,1.25,1,0,0,4,Good
93,CT13217040,10/22/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",1.7,DDOE,1361 Iris St NW 10/22/15,0%,0,0,0,0,8,6,6,1-10%,4,5, ,2,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03276035,38.98240103, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
94,CT13217041,10/13/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,DDOE,4325 22nd st NE, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Front Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-76.97406131,38.9426304, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Left Card
95,CT13217042,10/26/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",2,DDOE,5038 (Queens Stroll pl) drake place SE,0%,0,0,0,0,7,6,5,11-20%,4,4, ,4,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.92967438,38.88318196, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
96,CT13217044,10/20/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",1.4,PEPCO,5844 southern ave se,0%,0,0,0,0,8,7,7,31-40%,4,3, ,5,RESIDENTIAL,Maintained Land,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.91636566,38.88799093, , , , ,RESIDENTIAL,2015,Fall, ,Maintained Land,PEPCO,RB,805,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
97,CT13217045,10/27/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",1.4,DDOE,"4201 4th St NW Washington, DC, United States",0%,0,0,0,0,8,5,5,21-30%,5,4, ,5,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.01701207,38.94223151, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
98,CT13217046,10/26/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,DDOE,1404 30th st SE, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-76.9643753,38.8726446, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Left Card
99,CT13217049,11/5/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,DDOE,1429 G Street NE, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.98448613,38.89881417, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
100,CT13217051,11/4/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,DDOE,5308 reno rd nw, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.07971002,38.95966222, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Left Card
101,CT13217053,10/20/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,DDOE,3330 17st NW, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03917035,38.93351642, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,RB,155,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
102,CT13217054,11/3/15 0:00,Appalachian Spring,Cornus florida - Appalachian Spring,"Dogwood, Flowering Appalachian Spring",0,PEPCO,1607 allison st nw rsh, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03749025,38.94549928, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,RB,805,Casey Tree Farm,Cornus,florida, ,0,1,0,0,4,Good
103,CTKZ140405,2/9/15 0:00, ,Nyssa sylvatica,Blackgum,1.8,No Program,4121 13th Pl NE,0%,0,0,0,0,15,5,5,11-20%,5,4, ,4,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Kuenzi, ,-76.98672128,38.94052181, , , , ,RESIDENTIAL,2015,Spring, ,Back Yard,No Program,RB,120,Kuenzi,Nyssa,sylvatica, ,1.25,1,0,0,4,Good
104,CTKZ140435,2/9/15 0:00, ,Nyssa sylvatica,Blackgum,2.1,No Program,1356 Girard St NW,0%,0,0,0,0,9,6,6,31-40%,4,4, ,5,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Kuenzi, ,-77.03157408,38.92562764, , , , ,RESIDENTIAL,2015,Spring, ,Front Yard,No Program,RB,120,Kuenzi,Nyssa,sylvatica, ,1.25,1,0,0,4,Good
105,CT14232003,10/27/15 0:00, ,Cercis canadensis,"Redbud, Eastern",1.5,PEPCO,46 Adams st nw 10/26/15, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.01073541,38.91989092, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,PEPCO,BB,805,Casey Tree Farm,Cercis,canadensis, ,1.5,1,0,0,4,Left Card
106,CT14232005,11/24/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,72 Sheridan St NE 11/24/15, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Front Yard,Missing, , , , , , , , , , , ,Casey Tree Farm, ,-77.00573487,38.96651603, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,BB,155,Casey Tree Farm,Cercis,canadensis, ,0,0,2018,3,3,Missing
107,CT14232007,10/22/15 0:00, ,Cercis canadensis,"Redbud, Eastern",1.5,PEPCO,7401 Blair rd NW 10/22/15, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL, ,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.02172415,38.9793589, , , , ,RESIDENTIAL,2015,Fall, , ,PEPCO,BB,805,Casey Tree Farm,Cercis,canadensis, ,1.5,1,0,0,4,Good
108,CT14232018,12/10/15 0:00, ,Cercis canadensis,"Redbud, Eastern",2.4,PEPCO,7319 Alaska ave NW,0%,0,0,0,0,11,8,9,11-20%,4,4, ,5,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03145639,38.97919758, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,PEPCO, ,805,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
109,CT14232024,10/13/15 0:00, ,Cercis canadensis,"Redbud, Eastern",2.2,PEPCO, 406/408 cedar st NW,1-10%,0,0,0,0,11,7,7,11-20%,4,5, ,5,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.01867941,38.974677, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,PEPCO,BB,805,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
110,CT14232025,10/20/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,612 brandywine st se, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-76.99797632,38.83036903, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,BB,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
111,CT14232027,12/10/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,802 Geranium St NW, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.02472399,38.97912122, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE, ,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Left Card
112,CT14232028,10/13/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,7717 17 st northwest, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.03895025,38.98392489, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,DDOE,BB,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
113,CT14232029,10/20/15 0:00, ,Cercis canadensis,"Redbud, Eastern",3.3,PEPCO,434 luray pl NW,0%,0,0,0,0,10,10,9,11-20%,5,4, ,4,RESIDENTIAL,Front Yard,Good, , , , , , , , , , , ,Casey Tree Farm, ,-77.0197727,38.93180154, , , , ,RESIDENTIAL,2015,Fall, ,Front Yard,PEPCO,BB,805,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Good
114,CT14232030,10/22/15 0:00, ,Cercis canadensis,"Redbud, Eastern",0,DDOE,821 elder st NW 10/22/15, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL,Back Yard,Left Card, , , , , , , , , , , ,Casey Tree Farm, ,-77.02530435,38.97764033, , , , ,RESIDENTIAL,2015,Fall, ,Back Yard,DDOE,BB,155,Casey Tree Farm,Cercis,canadensis, ,0,1,0,0,4,Left Card
